id,name,location,description,slug,sponsored,website,global_rank,financials,student_loan_available,campus_student_life,number_of_students,student_to_faculty_ratio,international_student_ratio,housing_availability,admissions_contact,admissions_phone,contact_person,admissions_page_link,immigration_support,university_campuses
566,"Priyadarsini Institute of Paramedical Sciences Thiruvananthapuram, India",356,"Priyadarsini Institute of Paramedical Sciences is a dedicated healthcare education institute offering diploma and certificate programmes that prepare students for critical support roles in the modern healthcare system. Located in Thiruvananthapuram, it is committed to delivering practical, patient-centred paramedical training that makes an immediate and meaningful difference.",priyadarsini-institute-paramedical-thiruvananthapuram,0,https://pimtt.in/,,INR 20k-50k ($240-600),0,"The institute's focused campus features advanced clinical training labs, a well-resourced medical library, and practical learning centres — creating a hands-on educational environment where aspiring paramedical professionals gain the knowledge, skills, and confidence to contribute meaningfully to healthcare every single day.",200,15,0,0,,,,https://pimtt.in/,0,1
565,"Sree Narayana Guru College Alathara, India",356,"Sree Narayana Guru College Alathara is a proud arts and science institution affiliated to the University of Kerala, established under the SNDP Yogam trust in the spirit of Sree Narayana Guru's vision of 'Education for Liberation'. Located in Alathara, Thiruvananthapuram, it offers BA, B.Sc., and B.Com programmes that create capable, socially conscious graduates.",sree-narayana-guru-college-alathara-thiruvananthapuram,0,,,INR 5k-20k ($60-240),0,"The college's inclusive campus features a comprehensive library, well-equipped labs, and open sports grounds — cultivating an academic culture where every student, regardless of their background, is given the opportunity, encouragement, and tools to realise their fullest potential.",400,20,0,0,,,,https://dce.kerala.gov.in,0,1
564,"St. John's College of Arts and Science Thiruvananthapuram, India",356,"St. John's College of Arts and Science is a Christian arts and science institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes within a tradition of faith, service, and academic excellence. Located in Thiruvananthapuram, it is dedicated to developing graduates of strong intellect, ethical character, and community spirit.",st-johns-college-of-arts-science-thiruvananthapuram,0,,,INR 10k-25k ($120-300),0,"The college's supportive campus offers a well-maintained library, modern labs, and open sports grounds — providing students with a balanced and nurturing academic environment where intellectual growth, personal development, and a lifelong sense of purpose are fostered with care.",350,20,0,0,,,,https://dce.kerala.gov.in,0,1
563,"Muslim Association College of Arts Thiruvananthapuram, India",356,"Muslim Association College of Arts (MACAS) is a respected Muslim minority arts and science institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes that empower students through quality education, inclusivity, and community pride. Located in Thiruvananthapuram, it has long been a beacon of opportunity and achievement for the region's students.",muslim-association-college-arts-thiruvananthapuram,0,https://www.macas.edu.in/,,INR 5k-20k ($60-240),0,"The college's welcoming campus features modern labs, a comprehensive library, open sports grounds, and a vibrant canteen — creating a warm, inclusive community where students of diverse backgrounds unite around shared aspirations and a commitment to making their mark on the world.",400,20,0,0,,,,https://www.macas.edu.in/,0,1
562,"Sree Sankara Vidya Peetom Thiruvananthapuram, India",356,"Sree Sankara Vidya Peetom is a distinguished arts and science institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes grounded in the timeless values of Advaita Vedanta and the vision of Adi Shankaracharya. Located in Thiruvananthapuram, it combines profound philosophical heritage with a modern, rigorous academic curriculum.",sree-sankara-vidya-peetom-thiruvananthapuram,0,https://www.sscollegekilimanoor.ac.in/,,INR 5k-20k ($60-240),0,"The college's serene campus provides a peaceful yet intellectually stimulating environment, featuring a well-stocked library, modern labs, and open sports grounds — cultivating graduates who are as well-rounded in character and cultural awareness as they are accomplished in their chosen fields of study.",400,20,0,0,,,,https://www.sscollegekilimanoor.ac.in/,0,1
561,"Christ Nagar College Maranalloor, India",356,"Christ Nagar College Maranalloor is a reputed Christian arts and science institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes with a firm belief in the transformative power of education rooted in faith and excellence. Located in Maranalloor, Thiruvananthapuram, it has built a community of learners united by academic ambition and shared values.",christ-nagar-college-maranalloor,0,http://www.christnagarcollege.edu.in/,,INR 10k-25k ($120-300),0,"The college's vibrant campus features modern science labs, a well-curated library, open sports grounds, and a lively canteen — creating a nurturing, inspiring space where students flourish academically, grow personally, and graduate as individuals of competence, integrity, and compassion.",500,20,0,0,,,,http://www.christnagarcollege.edu.in/,0,1
560,"Kaviyattu College of Arts and Science Thiruvananthapuram, India",356,"Kaviyattu College of Arts and Science is a vibrant self-financing institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes in a lively and student-friendly setting. Located in Thiruvananthapuram, it blends strong academics with a genuine commitment to student development and community engagement.",kaviyattu-college-of-arts-science-thiruvananthapuram,0,https://www.kaviyattucte.com,,INR 10k-25k ($120-300),0,"The college's energetic campus is home to well-equipped labs, a comprehensive library, open sports grounds, and a friendly canteen — fostering a supportive academic culture where students build skills, discover passions, and forge connections that prepare them confidently for life after college.",400,20,0,0,,,,https://www.kaviyattucte.com,0,1
559,"Dr. Palpu College of Arts and Science Thiruvananthapuram, India",356,"Dr. Palpu College of Arts and Science is a dedicated self-financing institution affiliated to the University of Kerala, named in honour of the great social reformer Dr. Palpu, who fought for equality and dignity. Located in Thiruvananthapuram, it offers BA, B.Sc., and B.Com programmes with an abiding commitment to accessible excellence and social uplift.",dr-palpu-college-of-arts-science-thiruvananthapuram,0,http://drpalpucollege.org/,,INR 10k-25k ($120-300),0,"The college's inclusive campus features modern labs, a well-stocked library, active sports grounds, and a welcoming canteen — creating a student-centred environment where every learner, regardless of background, finds the support, space, and motivation to excel and grow.",400,20,0,0,,,,http://drpalpucollege.org/,0,1
558,"White Memorial College of Arts Thiruvananthapuram, India",356,"White Memorial College of Arts is a CSI-managed arts and science institution affiliated to the University of Kerala, offering BA and B.Sc. programmes within a tradition of academic integrity and inclusive values. Located in Thiruvananthapuram, it is named in honour of a great legacy of educational service and continues to inspire students through quality teaching and community engagement.",white-memorial-college-of-arts-thiruvananthapuram,0,http://www.whitememorialcollege.org/,,INR 5k-20k ($60-240),0,"The college's welcoming campus provides a rich library, well-maintained labs, and open sports grounds — creating a warm academic environment where students develop not only intellectual confidence but also a sense of purpose and belonging that lasts well beyond graduation.",300,20,0,0,,,,http://www.whitememorialcollege.org/,0,1
557,"AJ College of Science and Technology Thiruvananthapuram, India",356,"AJ College of Science and Technology is a forward-thinking self-financing institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes that combine rigorous academics with a practical, career-focused approach. Located in Thiruvananthapuram, it is dedicated to producing graduates who are not just degree holders but confident, capable professionals.",aj-college-of-science-technology-thiruvananthapuram,0,http://www.ajcollege.in/,,INR 10k-25k ($120-300),0,"The college's vibrant campus features modern labs, a resourceful library, active sports grounds, and a lively canteen — creating a dynamic student environment where learning is engaging, friendships are formed, and every student is encouraged to reach their full potential.",400,20,0,0,,,,http://www.ajcollege.in/,0,1
556,"National College of Arts and Science Thiruvananthapuram, India",356,"National College of Arts and Science is a reputed self-financing institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes that combine strong academics with a commitment to producing all-round graduates. Located in Thiruvananthapuram, it has built a dedicated student community focused on learning, growth, and opportunity.",national-college-arts-science-peroorkada-thiruvananthapuram,0,http://www.nationalcollege.org.in/,,INR 10k-25k ($120-300),0,"The college's engaging campus features modern labs, a well-resourced library, expansive sports grounds, and a welcoming canteen — creating a balanced, supportive environment where students thrive academically, socially, and personally, ready to take on the opportunities that await them.",500,20,0,0,,,,http://www.nationalcollege.org.in/,0,1
555,"KTCT College of Advanced Studies Thiruvananthapuram, India",356,"KTCT College of Advanced Studies is a progressive self-financing institution affiliated to the University of Kerala, offering BA, B.Sc., B.Com, and diploma programmes designed to meet the demands of today's competitive world. Located in Thiruvananthapuram, it provides students with a well-rounded education that balances strong academics with practical skills and personal development.",ktct-college-of-advanced-studies-thiruvananthapuram,0,http://ktctcas.org/,,INR 10k-30k ($120-360),0,"The college's active campus offers a well-stocked library, modern science labs, open sports grounds, and a warm, inclusive student community — creating a space where intellectual curiosity is celebrated and every student is supported in building the knowledge and confidence to succeed.",400,20,0,0,,,,http://ktctcas.org/,0,1
554,"Sree Narayana Guru College Chempazhanthy, India",356,"Sree Narayana Guru College Chempazhanthy is a distinguished arts and science institution affiliated to the University of Kerala, managed by the SNDP Yogam trust with the timeless vision of Sree Narayana Guru — 'One Caste, One Religion, One God for Man'. Located in Chempazhanthy, Thiruvananthapuram, it offers BA, B.Sc., and B.Com programmes with a proud tradition of social equity and academic excellence.",sree-narayana-guru-college-chempazhanthy-thiruvananthapuram,0,https://sngcchempazhanthy.ac.in,,INR 5k-20k ($60-240),0,"The college's welcoming campus features a comprehensive library, modern science labs, open sports grounds for recreation and competition, and a friendly canteen — cultivating a community where every student, regardless of background, is empowered to learn, grow, and flourish.",700,20,0,0,,,,https://sngcchempazhanthy.ac.in,0,1
553,"MGM College of Arts and Science Thiruvananthapuram, India",356,"MGM College of Arts and Science is a vibrant self-financing institution affiliated to the University of Kerala, offering BA, B.Sc., and B.Com programmes that equip students with both academic depth and career readiness. Located in Thiruvananthapuram, it is committed to providing accessible, quality higher education in a supportive and student-friendly environment.",mgm-college-arts-science-thiruvananthapuram-kerala,0,https://mgmcolleges.com/,,INR 10k-25k ($120-300),0,"The college's lively campus features well-equipped science labs, a resourceful library, open sports grounds, and a bustling canteen — fostering a warm, energetic academic community where students discover their strengths, build lasting friendships, and step confidently into their professional futures.",600,20,0,0,,,,https://mgmcolleges.com/,0,1
552,"Kerala Law Academy Thiruvananthapuram, India",356,"Kerala Law Academy is one of India's most esteemed private law institutions, affiliated to the Kerala Law University and established in 1969. Located in Thiruvananthapuram, it offers B.A. LL.B, LL.B, and LL.M programmes with a legendary reputation for producing outstanding lawyers, judges, and legal scholars who have shaped Indian jurisprudence for decades.",kerala-law-academy-peroorkada-thiruvananthapuram,0,https://keralalawacademy.in,,INR 20k-60k ($240-720),0,"Kerala Law Academy's dynamic campus features a professional moot court hall that has seen some of Kerala's finest legal arguments, an extensive law library housing thousands of case reporters and legal texts, engaging seminar halls, a welcoming canteen, and campus-wide Wi-Fi — making it the ultimate training ground for legal excellence.",1500,18,0,0,,+914712724577,,https://keralalawacademy.in,0,1
551,"IISER Thiruvananthapuram, India",356,"IISER Thiruvananthapuram is a premier autonomous Institute of National Importance under the Ministry of Education, Government of India, established in 2008. Set against the breathtaking Western Ghats in Vithura, Thiruvananthapuram, it offers an intellectually rigorous BS-MS dual degree, M.Sc., and PhD in basic sciences — attracting the country's brightest minds to push the frontiers of scientific knowledge.",iiser-vithura-thiruvananthapuram,0,https://www.iisertvm.ac.in,,INR 20k-60k ($240-720),0,"IISER's residential campus in the verdant hills offers a remarkable academic environment — with advanced research laboratories, a well-stocked science library, a full range of sports facilities, and vibrant hostel life — creating a close-knit community of passionate scientists who pursue discovery with curiosity, collaboration, and joy.",1200,8,5,1,admissions@iisertvm.ac.in,+914712597900,,https://www.iisertvm.ac.in/admissions,1,1
550,"Indian Institute of Space Science and Technology Thiruvananthapuram, India",356,"Indian Institute of Space Science and Technology (IIST) is India's first and only dedicated space university, established in 2007 under ISRO, Department of Space, Government of India. Located in Valiamala, Thiruvananthapuram, it offers elite B.Tech, M.Tech, and PhD programmes in aerospace engineering, avionics, and space sciences — producing scientists and engineers who literally shape India's journey to the stars.",iist-valiamala-thiruvananthapuram,0,https://www.iist.ac.in,,INR 40k-1.5L ($480-1800),0,"IIST's breathtaking 100-acre campus is a world unto itself — featuring an astronomical observatory, cutting-edge aerospace labs, a vast technical library, a full sports complex, well-appointed hostel facilities, and a vibrant canteen — providing every IIST scholar a truly immersive, inspiring environment to reach for the cosmos.",1021,10,5,1,admissions@iist.ac.in,+914712568477,,https://www.iist.ac.in/admissions,1,1
549,"National Institute of Speech and Hearing Thiruvananthapuram, India",356,"National Institute of Speech and Hearing (NISH) is a premier autonomous institute established in 1994 under the Government of Kerala, recognised nationally for its transformative work in audiology and speech-language pathology. Located in Thiruvananthapuram, it offers B.Sc., M.Sc., and PhD programmes that combine world-class research with a deep mission to empower persons with communication disorders.",national-institute-speech-hearing-thiruvananthapuram,0,http://www.nish.ac.in,,INR 20k-60k ($240-720),0,"NISH's specialised campus is equipped with advanced audiological labs, speech therapy suites, a comprehensive research library, a dedicated therapy centre serving the community, and comfortable hostel accommodation — creating an environment where scientific rigour and the spirit of compassionate service inspire every graduate.",400,10,0,1,,+914712944666,,http://www.nish.ac.in,0,1
548,"AJ College of Pharmacy Thiruvananthapuram, India",356,"AJ College of Pharmacy is a dedicated private pharmacy institution affiliated to the University of Kerala, offering B.Pharm and M.Pharm programmes designed to produce highly skilled and research-oriented pharmaceutical professionals. Located in Thiruvananthapuram, it is committed to advancing pharmaceutical education through rigorous training and scientific inquiry.",aj-college-of-pharmacy-thiruvananthapuram,0,http://www.ajcp.edu.in/,,INR 40k-80k ($480-960),0,"The college's purposeful campus is equipped with modern pharmaceutical labs, a well-stocked pharmacy library, open sports grounds, and a friendly canteen — providing a balanced and stimulating environment where students grow into confident, knowledgeable, and ethical pharmacy professionals.",300,15,0,0,,,,http://www.ajcp.edu.in/,0,1
547,"Ezhuthachan College of Pharmacy Thiruvananthapuram, India",356,"Ezhuthachan College of Pharmacy is a distinguished private pharmacy institution affiliated to the University of Kerala, named after the legendary poet-saint Thunchaththu Ramanujan Ezhuthachan. Located in the scenic Marayamuttom hills of Thiruvananthapuram, it offers B.Pharm and M.Pharm programmes that blend pharmaceutical science with a deep respect for Kerala's rich medicinal heritage.",ezhuthachan-college-of-pharmacy-thiruvananthapuram,0,https://www.ecp.edu.in/,,INR 40k-80k ($480-960),0,"The college's picturesque campus features well-equipped pharmaceutical labs, a comprehensive pharmacy library, open sports grounds, and a welcoming canteen — creating a focused yet enriching academic environment where future pharmacy professionals develop the skills and values to serve communities with excellence.",300,15,0,0,,,,https://www.ecp.edu.in/,0,1
546,"Karuna Medical College Thiruvananthapuram, India",356,"Karuna Medical College is a reputed private medical institution affiliated to the Kerala University of Health Sciences, offering the MBBS programme with a steadfast commitment to clinical excellence and compassionate medical education. Located in Thiruvananthapuram, it prepares future doctors who are technically skilled, ethically grounded, and deeply humanistic.",karuna-medical-college-thiruvananthapuram,0,http://karunamedicalcollege.edu.in/,,INR 8L-15L ($9600-18000),0,"The college's integrated hospital campus provides students with advanced medical labs, a comprehensive medical library, comfortable hostel accommodation, and extensive clinical exposure across diverse medical departments — creating an immersive journey where medical knowledge and the art of healing come together beautifully.",400,8,0,1,,,,http://karunamedicalcollege.edu.in/,0,1
545,Sree Gokulam Medical College Thiruvananthapuram,356,"Sree Gokulam Nursing College is a private professional institution located in Venjaramoodu, Thiruvananthapuram, Kerala, and is a unit of the Sree Gokulam Medical College and Research Foundation. It is affiliated with the Kerala University of Health Sciences (KUHS) and is recognized by both the Indian Nursing Council (INC) and the Kerala Nurses and Midwives Council (KNMC). The college provides undergraduate and postgraduate nursing education integrated with clinical training at its parent multi-specialty tertiary care hospital.",sree-gokulam-medical-college-thiruvananthapuram,0,https://sgmc.in,,INR 8L-15L ($9600-18000),0,"The campus features specialized nursing foundation labs, advanced skill labs, and nutrition and community health nursing laboratories designed for clinical simulation. Students have access to a central library equipped with a digital wing and a wide range of national and international medical journals. The academic culture is heavily clinical-centric, utilizing the 40-acre medical foundation campus for practical rotations in various medical specialties. Facilities also include an auditorium for co-curricular activities and dedicated sports infrastructure.",700,8,0,1,sgnc_tvm@yahoo.co.in,+91 472 2874000,,https://sgmc.in,,1
544,"Dr. Somervell CSI Medical College Karakonam, India",356,"Dr. Somervell CSI Medical College is a prestigious Church of South India medical institution affiliated to the Kerala University of Health Sciences, carrying a legacy of healing and service. Located in the picturesque village of Karakonam, Thiruvananthapuram, it offers MBBS and postgraduate MD/MS programmes that produce doctors of extraordinary clinical skill and compassionate character.",dr-somervell-csi-medical-college-karakonam,0,http://www.drsmcsimchk.org,,INR 5L-10L ($6000-12000),0,"The college's hospital campus is a complete ecosystem of medical learning — featuring advanced research labs, a comprehensive medical library, well-equipped teaching facilities, dedicated hostel accommodation, and immersive clinical rotations across specialised departments — preparing every graduate to heal with both expertise and humanity.",600,8,0,1,,,,http://www.drsmcsimchk.org,0,1
543,"P.A. Aziz College of Engineering Thiruvananthapuram, India",356,"P.A. Aziz College of Engineering is a dedicated self-financing engineering institution affiliated to APJ Abdul Kalam Technological University, committed to accessible, quality technical education. Located in Thiruvananthapuram, its B.Tech programmes provide students a strong academic grounding and practical readiness for a rapidly evolving engineering world.",pa-aziz-college-of-engineering-thiruvananthapuram,0,http://paacel.org/,,INR 60k-1.2L ($720-1440),0,"The college's campus provides students with well-maintained engineering labs, a resourceful technical library, and open sports grounds — building a focused, friendly academic community where every aspiring engineer finds the support and skills they need to succeed.",400,18,0,0,,,,http://paacel.org/,0,1
542,"UKF College of Engineering Thiruvananthapuram, India",356,"UKF College of Engineering is a reputed self-financing engineering institution affiliated to APJ Abdul Kalam Technological University, offering B.Tech and M.Tech programmes that combine cutting-edge curriculum with strong industry partnerships. Located in Thiruvananthapuram, it prepares graduates to lead in engineering and technology across global sectors.",ukf-college-of-engineering-thiruvananthapuram,0,https://ukfiet.ac.in,,INR 60k-1.2L ($720-1440),0,"UKF's well-equipped campus features modern laboratories, a comprehensive technical library, vibrant sports grounds, comfortable hostel facilities, and a welcoming canteen — creating a holistic academic experience where technical excellence and student well-being receive equal priority.",600,18,0,1,,,,https://ukfiet.ac.in,0,1
541,"Ace College of Engineering Thiruvananthapuram, India",356,"Ace College of Engineering is a thriving self-financing engineering institution affiliated to APJ Abdul Kalam Technological University, dedicated to delivering world-class technical education in the heart of Thiruvananthapuram. Its B.Tech programmes are crafted to produce innovative engineers who are ready to ace every challenge industry throws their way.",ace-college-of-engineering-thiruvananthapuram,0,https://www.acetvm.com,,INR 60k-1.2L ($720-1440),0,"Ace College's dynamic campus boasts advanced engineering and computing labs, a rich technical library, energising sports facilities, campus-wide high-speed Wi-Fi, and a lively canteen — building a spirited academic culture where talent is sharpened and ambitions are transformed into achievement.",500,18,0,0,,,,https://www.acetvm.com,0,1
540,"John Cox Memorial CSI Institute of Technology, India",356,"John Cox Memorial CSI Institute of Technology is a proud CSI-managed engineering institution affiliated to APJ Abdul Kalam Technological University, upholding a legacy of faith, service, and academic excellence. Located in Thiruvananthapuram, its B.Tech programmes equip graduates with both technical mastery and a strong ethical foundation.",john-cox-memorial-csi-institute-of-technology-thiruvananthapuram,0,http://jcmcsiit.ac.in,,INR 60k-1.2L ($720-1440),0,"The institute's well-designed campus features state-of-the-art engineering labs, a well-stocked library, open sports grounds, and a friendly canteen — nurturing an inclusive community of engineers who are as committed to professional excellence as they are to making a positive difference in the world.",500,18,0,0,,,,http://jcmcsiit.ac.in,0,1
539,"Sarabhai Institute of Science and Technology Thiruvananthapuram, India",356,"Sarabhai Institute of Science and Technology is a distinguished self-financing engineering and science institution affiliated to APJ Abdul Kalam Technological University, named in honour of India's space visionary Dr. Vikram Sarabhai. Located in Thiruvananthapuram, it offers B.Tech and B.Sc. programmes that inspire students to dream big and achieve even bigger.",sarabhai-institute-of-science-technology-thiruvananthapuram,0,https://www.sist.ac.in,,INR 60k-1.2L ($720-1440),0,"The institute's inspiring campus is home to cutting-edge labs, a comprehensive library, open sports grounds, comfortable hostel accommodation, and a lively canteen — providing students with an enriching academic environment that honours the spirit of scientific discovery its founders intended.",600,18,0,1,,,,https://www.sist.ac.in,0,1
538,"Rajadhani Institute of Engineering Thiruvananthapuram, India",356,"Rajadhani Institute of Engineering is a well-regarded self-financing engineering college affiliated to APJ Abdul Kalam Technological University, offering B.Tech programmes with a strong emphasis on practical learning and industry alignment. Situated in Attingal, Thiruvananthapuram, it has steadily built a reputation for producing competent, career-ready engineers.",rajadhani-institute-of-engineering-thiruvananthapuram,0,https://riet.edu.in,,INR 60k-1.2L ($720-1440),0,"The institute's active campus is equipped with modern engineering labs, an extensive technical library, sprawling sports grounds for recreation and competition, and a lively canteen — creating a well-balanced student life where academic rigour and personal development go hand in hand.",500,18,0,0,,,,https://riet.edu.in,0,1
537,"Muslim Association College of Engineering Thiruvananthapuram, India",356,"Muslim Association College of Engineering is a progressive self-financing engineering institution affiliated to APJ Abdul Kalam Technological University, managed with community pride and academic commitment. Located in Thiruvananthapuram, its B.Tech programmes deliver a strong engineering education infused with inclusivity, innovation, and opportunity.",muslim-association-college-of-engineering-thiruvananthapuram,0,http://www.mace.edu.in,,INR 60k-1.2L ($720-1440),0,"The college's energetic campus features advanced engineering labs, a comprehensive library, wide sports grounds, campus-wide Wi-Fi connectivity, and a vibrant canteen — fostering a community-driven atmosphere where students not only master their craft but build lasting friendships and professional networks.",500,18,0,1,,,,http://www.mace.edu.in,0,1
536,"Mohandas College of Engineering Thiruvananthapuram, India",356,"Mohandas College of Engineering is a reputed self-financing engineering institution affiliated to APJ Abdul Kalam Technological University, dedicated to shaping technically superior and professionally versatile engineers. Located in Thiruvananthapuram, it offers B.Tech and M.Tech programmes that combine strong theoretical foundations with real-world application.",mohandas-college-of-engineering-thiruvananthapuram,0,https://www.mcetonline.com,,INR 60k-1.2L ($720-1440),0,"The college's well-resourced campus offers modern engineering labs, a well-stocked technical library, lively sports grounds, comfortable hostel accommodation, and a buzzing canteen — cultivating not just skilled engineers, but confident professionals equipped to thrive in any industry.",700,18,0,1,,,,https://www.mcetonline.com,0,1
535,"Heera College of Engineering Thiruvananthapuram, India",356,"Heera College of Engineering is a dynamic self-financing engineering institution affiliated to APJ Abdul Kalam Technological University, committed to producing industry-ready engineers of the highest calibre. Located in Thiruvananthapuram, it offers B.Tech programmes across key disciplines, blending rigorous academics with practical, hands-on technical training.",heera-college-of-engineering-thiruvananthapuram,0,http://www.hcet.in/,,INR 60k-1.2L ($720-1440),0,"The college's thriving campus features fully equipped engineering labs, a comprehensive technical library, open sports grounds for active recreation, a welcoming canteen, and campus-wide Wi-Fi — creating a vibrant, well-rounded environment where engineering ambitions are turned into successful careers.",500,18,0,1,,,,http://www.hcet.in/,0,1
534,"PRS College of Nursing Thiruvananthapuram, India",356,"PRS College of Nursing is a dedicated private nursing institution affiliated to the Kerala University of Health Sciences, committed to producing nurses of outstanding clinical skill and genuine compassion. Located in Thiruvananthapuram, its B.Sc. Nursing programme provides a thorough and practice-oriented pathway into the healthcare profession.",prs-college-of-nursing-thiruvananthapuram,0,http://www.prsnursingcollege.in/,,INR 60k-1L ($720-1200),0,"The college's focused campus offers modern clinical labs, a well-resourced nursing library, comfortable hostel facilities, and strong hospital attachment for hands-on training — building graduates who are fully prepared to deliver excellence in any healthcare setting they enter.",200,12,0,1,,,,http://www.prsnursingcollege.in/,0,1
533,"KIMS College of Nursing Thiruvananthapuram, India",356,"KIMS College of Nursing is a prestigious nursing institution under the renowned KIMS Health group, affiliated to the Kerala University of Health Sciences. Located in Thiruvananthapuram, it offers the B.Sc. Nursing programme within one of South India's leading multi-specialty hospital ecosystems — giving students an extraordinary edge in clinical training and career readiness.",kims-college-of-nursing-thiruvananthapuram,0,https://kimscon.com/,,INR 80k-1.2L ($960-1440),0,"KIMS Nursing's hospital-integrated campus is equipped with a cutting-edge simulation centre, advanced clinical labs, a comprehensive medical library, and excellent hostel accommodation — placing students at the heart of a world-class healthcare environment where every day is a masterclass in patient care.",300,10,0,1,,,,https://kimscon.com/,0,1
532,"Saraswathy College of Nursing Thiruvananthapuram, India",356,"Saraswathy College of Nursing is a dedicated private nursing institution affiliated to the Kerala University of Health Sciences, offering B.Sc. Nursing and GNM programmes that develop nurses of exceptional skill and compassion. Located in Thiruvananthapuram, it has built a reputation for producing healthcare professionals ready to serve at the highest level.",saraswathy-college-of-nursing-thiruvananthapuram,0,http://www.saraswathycollegeofnursing.com/,,INR 60k-1L ($720-1200),0,"The college's well-equipped campus features modern clinical training labs, a rich nursing library, and comfortable hostel accommodation — offering students a focused, supportive environment where professional excellence and a genuine passion for care are cultivated in equal measure.",200,12,0,1,,,,http://www.saraswathycollegeofnursing.com/,0,1
531,"SP Fort College of Nursing Thiruvananthapuram, India",356,"SP Fort College of Nursing is a distinguished nursing institution affiliated to the Kerala University of Health Sciences, located adjacent to the iconic SP Fort Hospital in Thiruvananthapuram. Its B.Sc. Nursing programme benefits uniquely from direct hospital proximity, giving students unmatched clinical exposure from their very first year.",sp-fort-college-of-nursing-thiruvananthapuram,0,http://www.spfortcollegeofnursing.com/,,INR 60k-1L ($720-1200),0,"The college's hospital-integrated campus offers advanced clinical labs, a well-stocked medical library, comfortable hostel accommodation, and structured clinical rotations across diverse departments — creating a learning experience that is as immersive as it is transformative for every future nurse.",200,12,0,1,,,,http://www.spfortcollegeofnursing.com/,0,1
530,"Ananthapuri College of Nursing Thiruvananthapuram, India",356,"Ananthapuri College of Nursing is a well-regarded private nursing institution affiliated to the Kerala University of Health Sciences, committed to developing skilled, empathetic, and professionally excellent nursing graduates. Located in Thiruvananthapuram, its B.Sc. Nursing programme is designed to meet the highest standards of modern healthcare education.",ananthapuri-college-of-nursing-thiruvananthapuram,0,http://www.ananthapuricollegeofnursing.com/,,INR 60k-1L ($720-1200),0,"The college's thoughtfully designed campus features advanced clinical simulation labs, a comprehensive nursing library, comfortable hostel facilities, and structured hospital training attachments — providing every aspiring nurse the environment they need to grow into a healthcare professional of distinction.",200,12,0,1,,,,http://www.ananthapuricollegeofnursing.com/,0,1
529,"CSI College of Nursing Karakonam, India",356,"CSI College of Nursing Karakonam is a respected Church of South India nursing institution affiliated to the Kerala University of Health Sciences, offering the B.Sc. Nursing programme with a tradition of academic rigour and compassionate care. Located in Karakonam, Thiruvananthapuram, it trains nurses who carry both competence and a spirit of service.",csi-college-of-nursing-karakonam,0,http://www.drsmcsimchk.org,,INR 60k-1L ($720-1200),0,"The college's hospital-integrated campus offers advanced clinical labs, a well-resourced nursing library, comfortable hostel accommodation, and direct access to hospital facilities — immersing students in real-world healthcare from day one and nurturing nurses of outstanding character and skill.",200,12,0,1,,,,http://www.drsmcsimchk.org,0,1
528,"Sree Gokulam Nursing College Thiruvananthapuram, India",356,"Sree Gokulam Nursing College is a premier private nursing institution affiliated to the Kerala University of Health Sciences, dedicated to producing graduates who excel in both clinical skill and patient empathy. Located in Thiruvananthapuram, it offers B.Sc. Nursing and GNM programmes backed by a strong reputation for healthcare excellence.",sree-gokulam-nursing-college-thiruvananthapuram,0,https://sgnc.edu.in/,,INR 60k-1L ($720-1200),0,"The college's well-designed campus provides a rich clinical lab environment, an extensive nursing library, welcoming hostel facilities, and seamless hospital attachment for real-world exposure — shaping nurses who are not only technically proficient but genuinely committed to healing and service.",250,12,0,1,,,,https://sgnc.edu.in/,0,1
527,"SIMET College of Nursing Muttathara, India",356,"SIMET College of Nursing is a distinguished private nursing institution affiliated to Kerala University of Health Sciences, nurturing compassionate and highly skilled nurses for healthcare systems across India and beyond. Located in the coastal neighbourhood of Muttathara, Thiruvananthapuram, it offers B.Sc. Nursing through a curriculum that fuses clinical excellence with human-centred care.",simet-college-of-nursing-muttathara,0,https://simet.in/,,INR 60k-1L ($720-1200),0,"SIMET's purpose-built campus provides student nurses with advanced clinical simulation labs, a comprehensive medical library, comfortable hostel accommodation, and hands-on hospital training attachments — creating a deeply immersive environment where technical proficiency and genuine compassion are developed side by side.",200,12,0,1,,,,https://simet.in/,0,1
526,"Govt. Polytechnic College NTA Thiruvananthapuram, India",356,"Govt. Polytechnic College NTA is a reputable government institution offering rigorous diploma engineering programmes designed to meet the evolving needs of Kerala's technical sector. Located in NTA, Thiruvananthapuram, it has been equipping students with practical skills and professional competence for years.",govt-polytechnic-college-nta-thiruvananthapuram,0,http://www.gptcnta.com,,INR 10k-20k ($120-240),0,"The college's campus is a hub of technical learning, offering state-of-the-art workshops, modern labs, a well-stocked library, and a friendly canteen — making every day a step closer to a confident and fulfilling engineering career.",500,20,0,0,,,,http://www.gptcnta.com,0,1
