id,title,description,admission_requirements,recommended_skills,entrance_exams,language_requirements
396,"Design, Technology and Society","Design, Technology and Society explores the intersection of creative design, technological innovation, and social impact, focusing on how products, systems, and digital experiences shape human behavior and society. Students study design thinking, user experience, digital media, ethics, and the societal implications of technology while developing practical skills in research, prototyping, and interdisciplinary problem-solving. This field suits individuals who are creative, socially aware, interested in technology, and motivated to design meaningful solutions that improve user experiences and address real-world challenges.",,,,
395,Aviation Maintenance Technician,"Aviation Maintenance Technician focuses on the inspection, maintenance, repair, and safety management of aircraft and aviation systems. The program provides training in aircraft mechanics, avionics systems, aerodynamics, propulsion systems, and aviation safety regulations. Students learn how to diagnose mechanical and technical issues, perform preventive maintenance, and ensure aircraft meet strict operational and safety standards. This field is suitable for individuals interested in aviation technology, mechanical systems, and ensuring the safe operation of aircraft in commercial, military, and private aviation sectors.",,,,
394,Safe and Reliable Nuclear Applications,"Safe and Reliable Nuclear Applications focuses on the safe design, operation, and regulation of nuclear technologies used in energy production, industry, and research. Students study nuclear engineering principles, radiation safety, reactor systems, and risk management while learning how to ensure the reliability and security of nuclear facilities and technologies. The program emphasizes safety standards, regulatory frameworks, and technological solutions that minimize environmental and operational risks. This field is suitable for individuals interested in advanced engineering systems, nuclear safety, and ensuring the responsible use of nuclear technologies.",,,,
393,Psychiatric Mental Health Post - Master Certificate,"The Psychiatric Mental Health Post-Master’s Certificate is designed for licensed Advanced Practice Registered Nurses (APRNs) who already hold a master’s degree in nursing and seek specialization in psychiatric–mental health care. The program focuses on advanced psychiatric assessment, diagnosis, psychotherapy, psychopharmacology, and integrated mental health treatment across the lifespan. Graduates are prepared to sit for the PMHNP board certification exam.",,,,
392,Music in World Cultures (BS),"Music in World Cultures explores the role of music across different societies, traditions, and cultural contexts. The program combines studies in ethnomusicology, music history, cultural anthropology, and global musical traditions while developing analytical and listening skills to understand how music reflects identity, religion, politics, and social life. Students learn about diverse musical systems, instruments, and performance practices from regions around the world, often supported by field research or cultural studies. This field is suitable for individuals interested in global cultures, music research, cultural preservation, and careers that connect music with education, media, and cultural institutions.",,,,
390,Healthcare Management Concentration,"Healthcare Management Concentration focuses on the administration and management of healthcare organizations and services. Students learn how healthcare systems operate while developing skills in leadership, healthcare policy, financial management, healthcare operations, and strategic planning. The program combines knowledge of public health and healthcare systems with business and management principles. This field is suitable for individuals who are interested in improving healthcare delivery, managing medical organizations, and working in leadership roles within hospitals, clinics, and health-related institutions.",,,,
389,Human Resource Management,"Human Resource Management focuses on managing an organization’s workforce and developing strategies that support employee performance and organizational success. Students learn how to recruit and retain talent, manage employee relations, design compensation and benefits programs, and ensure compliance with labor laws and workplace policies. The curriculum typically covers organizational behavior, leadership, talent development, and workforce planning. This field is suitable for individuals who are interested in people management, organizational strategy, and creating productive and supportive workplace environments.",,,,
388,Embedded AI,"Embedded AI focuses on integrating artificial intelligence algorithms into embedded systems such as smart devices, sensors, robots, and edge computing hardware. Students learn about embedded systems design, machine learning, computer architecture, signal processing, and real-time data processing while working with hardware platforms that run AI models locally. The program combines knowledge of electronics, software, and intelligent systems to develop efficient and responsive technologies used in smart devices and automated systems. This field is suitable for individuals interested in artificial intelligence, hardware systems, and building intelligent technologies that operate directly on devices.",,,,
387,Culinary Arts,"This field focuses on the art and science of preparing, cooking, and presenting food in professional settings. Students learn cooking techniques, food safety, kitchen operations, menu planning, and culinary creativity, along with time management and teamwork skills. It is suitable for individuals who are passionate about food, enjoy hands-on work in fast-paced environments, and want to build careers in the culinary and hospitality industry.",,,,
386,Mechatronics Technology,"This field integrates mechanical systems, electronics, and computer control to design and operate automated and intelligent machines. Students learn robotics, control systems, sensors, programming, and system integration, combining engineering principles with practical technical skills. It is suitable for individuals who enjoy working across disciplines, are interested in automation and smart systems, and want to work with modern industrial technologies.",,,,
385,Pre-Environmental Science and Forestry,"This field provides a foundational pathway for students preparing to study environmental science and forestry. Students explore basic concepts in ecology, environmental systems, natural resource management, and forestry practices, along with scientific and analytical skills. It is suitable for individuals interested in the environment, sustainability, and working with natural ecosystems, especially those planning to specialize further in environmental or forestry-related fields.",,,,
384,Financial Engineering,"Financial Engineering focuses on applying mathematical models, statistical methods, and computational tools to solve complex problems in finance, such as risk management, derivative pricing, portfolio optimization, and quantitative trading. Students learn probability, stochastic processes, financial theory, and programming while developing strong analytical and problem-solving skills. This field suits individuals who are highly quantitative, interested in finance and data, and enjoy working with models, algorithms, and financial systems.",,,,
383,Project Management,"Project Management focuses on planning, executing, and overseeing projects to ensure they are completed on time, within scope, and within budget. Students learn project planning, risk management, resource allocation, stakeholder communication, and leadership to manage projects across various industries. The field suits individuals who are organized, detail-oriented, and skilled in coordination, problem-solving, and decision-making.",,,,
382,Artificial Intelligence,"Artificial Intelligence focuses on developing systems and algorithms that enable machines to perform tasks that typically require human intelligence, such as learning, reasoning, perception, and decision-making. Students study machine learning, data structures, algorithms, neural networks, and programming while gaining skills in building intelligent systems and analyzing large datasets. This field suits individuals who are analytical, interested in technology and data, and motivated to create innovative solutions across industries.",,,,
381,"Heavy Equipment, Truck & Diesel Technician","This field focuses on the inspection, maintenance, and repair of heavy machinery, trucks, and diesel-powered equipment used in construction, transportation, and industrial operations. Students learn about diesel engines, hydraulic systems, powertrains, and electronic diagnostics, combining hands-on technical training with mechanical knowledge. It is suitable for individuals who prefer practical work, are interested in large-scale machinery, and want stable careers in logistics, construction, or industrial sectors.",,,,
380,Health Safety & Environment,"Health Safety & Environment focuses on protecting human health, workplace safety, and the environment through risk assessment, safety management systems, environmental protection, and regulatory compliance. Students study occupational health and safety, environmental science, risk management, industrial hygiene, and sustainability while developing skills to identify hazards, prevent accidents, and ensure safe and compliant operations. This field suits individuals who are detail-oriented, responsible, and interested in creating safe working environments and minimizing environmental impact across industries.",,,,
379,Forensic Science Technology,"This field focuses on the application of scientific methods and technology to investigate crimes and analyze physical evidence. Students learn subjects such as biology, chemistry, toxicology, and forensic analysis, along with laboratory techniques and legal procedures. It is suitable for individuals who are detail-oriented, interested in science and criminal investigation, and want to work at the intersection of science and law.",,,,
378,Ministry,"Ministry studies focus on the practical application of leadership, administration, and communication within religious and community organizations. This discipline emphasizes the development of organizational management skills, ethical decision-making, and effective public speaking to lead diverse groups and manage institutional growth. It is tailored for individuals seeking to strengthen their leadership capacity in non-profit sectors, social services, or religious communities by integrating strategic planning with a deep commitment to service and social impact.",,,,
377,Construction Supervision,"This field focuses on overseeing construction activities on-site to ensure projects are completed safely, on time, and according to specifications. Students learn construction methods, site operations, safety regulations, scheduling, and team coordination, along with basic project management skills. It is suitable for individuals who prefer hands-on involvement in construction projects, have leadership abilities, and want to manage workers and daily site operations.",,,,
376,Advertising Concentration,"Advertising Concentration focuses on creating, planning, and managing promotional campaigns that connect brands with consumers. Students learn how to develop advertising strategies, understand consumer behavior, create persuasive messages, and use media channels effectively. The curriculum typically covers brand communication, digital advertising, copywriting, media planning, market research, and campaign management. This field is suitable for individuals who are creative, strategic, and interested in marketing communication, branding, and media-driven storytelling.",,,,
375,Commercial Music (BM),"Commercial Music focuses on the creative and professional development of music for the modern entertainment and media industries. Students study music theory, performance, songwriting, music production, audio technology, and the business aspects of the music industry. The program prepares individuals to create, perform, produce, and manage music across platforms such as recording studios, digital streaming, film, television, and live entertainment. It is suitable for creative individuals who are passionate about music, performance, and the evolving commercial landscape of the music and media industries.",,,,
374,Biological Science,"This field focuses on the study of living organisms, including their structure, function, growth, and evolution. Students learn subjects such as genetics, microbiology, physiology, and ecology, while developing laboratory and analytical skills. It is suitable for individuals interested in life sciences, research, healthcare, or environmental fields, and those who enjoy scientific inquiry and working with biological systems.",,,,
373,Architecture,"This major focuses on the design, planning, and construction of buildings and built environments. Students learn about architectural theory, design principles, construction methods, materials, and sustainability. It is suitable for individuals interested in creative design, problem-solving, and developing functional, aesthetic, and sustainable structures.",,,,
372,Management and Engineering of Environment and Energy,"Management and Engineering of Environment and Energy focuses on developing engineering and management solutions for sustainable energy systems and environmental protection. Students study energy technologies, environmental engineering, resource management, and sustainable development strategies while also learning project management, policy frameworks, and industrial energy systems. The program combines technical engineering knowledge with management and environmental planning skills. This field is suitable for individuals who are interested in sustainable energy, environmental protection, and leading projects that improve energy efficiency and environmental performance in industries and organizations.",,,,
371,Piano Performance (BM),"Piano Performance focuses on developing advanced skills in piano technique, interpretation, and musical expression through intensive individual practice and public performance. The program combines training in classical and contemporary piano repertoire with studies in music theory, ear training, music history, and performance practice. Students learn solo performance, accompaniment, ensemble collaboration, and stage presentation while gaining experience through recitals and competitions. This field is suitable for individuals who are dedicated to mastering the piano and pursuing professional careers in performance, teaching, accompaniment, or the broader music industry.",,,,
370,Video Production Concentration,"Video Production Concentration focuses on the creation and production of video content for media, entertainment, marketing, and digital platforms. Students learn the technical and creative processes involved in video production, including scripting, cinematography, lighting, sound design, editing, and post-production. The program also introduces storytelling techniques and media production workflows used in television, film, online media, and commercial content. This field is suitable for individuals who are creative, visually oriented, and interested in producing professional video content for media, entertainment, or digital communication.",,,,
369,Fashion Merchandising Concentration,"Fashion Merchandising focuses on the business and commercial side of the fashion industry, combining fashion knowledge with marketing, retail management, consumer behavior, trend forecasting, and supply chain planning. The concentration prepares students to manage fashion products from market analysis and buying decisions to distribution and sales performance in both physical and digital retail environments.",,,,
368,Hospital Management,"Hospital Management focuses on the administration and operation of healthcare facilities, combining healthcare knowledge with business and management principles. Students study healthcare systems, hospital operations, health policy, finance, human resources, and quality management while developing leadership and decision-making skills. This field suits individuals who are interested in healthcare but prefer managerial and organizational roles, with a focus on improving patient services and operational efficiency.",,,,
366,Guitar Performance (BM),"Guitar Performance focuses on developing advanced technical and artistic skills in guitar playing while building a strong foundation in music theory, music history, and performance practice. The program provides intensive training in solo and ensemble performance, interpretation of diverse musical styles, improvisation, and stage presentation. Students also study ear training, composition basics, and music technology while gaining practical experience through recitals, ensembles, and live performances. This field is well suited for individuals who are passionate about mastering the guitar and pursuing professional careers in performance, recording, teaching, or the broader music industry.",,,,
365,General Studies,"General Studies is a flexible academic program that allows students to study a broad range of subjects across multiple disciplines rather than focusing on a single specialized field. Students typically explore courses in the humanities, social sciences, and natural sciences while developing skills in critical thinking, communication, and problem-solving. The program provides a well-rounded educational foundation and can be customized based on individual interests or career goals. This field is suitable for individuals who prefer an interdisciplinary approach to learning or who want a broad academic background before pursuing diverse career opportunities.",,,,
364,Early Childhood Education and Care,"Early Childhood Education and Care (ECEC) focuses on the holistic development, learning, and well-being of children from birth to age eight. Students acquire expertise in early childhood pedagogy, play-based learning, cognitive development, and curriculum design while mastering strategies for inclusive classroom management. This field is ideal for nurturing and energetic individuals who want to build the foundational social and academic skills essential for lifelong success. The curriculum emphasizes the transition from early developmental theories to practical application in preschools and primary settings, providing the tools to navigate diverse family dynamics and the evolving standards of early childhood policy and safety.",,,,
363,Liberal Arts & Sciences: Humanities,"This field focuses on the study of human culture, ideas, and expression through disciplines such as literature, history, philosophy, and religion. Students develop critical thinking, analytical reading, writing, and communication skills while exploring cultural, historical, and ethical perspectives. It is suitable for individuals interested in understanding human society, ideas, and creativity, and who enjoy analysis, interpretation, and communication-oriented work.",,,,
361,General Management,"This field focuses on broad-based management knowledge across key business functions, preparing students to oversee operations and lead organizations in diverse industries. Students learn areas such as strategy, finance, marketing, human resources, and operations management, along with leadership and decision-making skills. It is suitable for individuals seeking flexible career paths, aiming for leadership roles, or planning to manage businesses across different sectors.",,,,
360,Master of Arts in History,"The Master of Arts in History focuses on advanced historical research, critical analysis of primary and secondary sources, and the interpretation of social, political, economic, and cultural developments across time and regions. The program strengthens skills in research methodology, academic writing, data interpretation, and contextual analysis, preparing graduates for both professional careers and doctoral study.",,,,
359,Master of Fine Arts in Digital Media Production,"Master of Fine Arts in Digital Media Production focuses on advanced creative and technical training in producing digital content for film, television, online platforms, and interactive media. The program combines studies in visual storytelling, video production, digital editing, motion graphics, sound design, and multimedia technologies while emphasizing creative direction and professional production workflows. Students develop skills in creating high-quality digital media projects, managing production processes, and communicating stories through modern visual platforms. This field is suitable for individuals interested in careers in digital content creation, multimedia production, film, broadcasting, and the evolving digital media industry.",,,,
358,Electrical Electronics Engineering,"Electrical Electronics Engineering focuses on the design, development, and application of electrical and electronic systems, including power generation and distribution, circuits, telecommunications, control systems, and embedded technologies. Students build strong foundations in mathematics, physics, and programming while learning to design and optimize hardware and integrated systems. This field suits individuals interested in technology, problem-solving, and working with both electrical infrastructure and electronic devices across industries such as energy, automation, and communications.",,,,
357,Construction Management,"This field focuses on planning, coordinating, and managing construction projects from start to completion. Students learn project management, construction methods, cost estimation, scheduling, contracts, and leadership, combining technical knowledge of construction with business and management skills. It is suitable for individuals who are interested in the construction industry, enjoy leadership roles, and want to oversee projects, teams, and resources effectively.",,,,
356,Hotel Management,"This field focuses on managing hotel operations and hospitality services, combining business management with customer experience and service excellence. Students learn hospitality operations, front office management, food and beverage management, marketing, and financial management while developing leadership and communication skills. It is suitable for individuals interested in working in hotels, resorts, and the broader hospitality industry, focusing on service quality, operations, and guest satisfaction.",,,,
355,Master Of Science In Nursing Direct Entry,"The Master of Science in Nursing – Direct Entry is designed for individuals who hold a non-nursing bachelor’s degree and seek to transition into the nursing profession at the graduate level. The program combines accelerated pre-licensure nursing education with advanced nursing coursework, preparing graduates to become Registered Nurses (RN) and, in some programs, to progress directly into advanced practice or leadership roles. Graduates are eligible to sit for the NCLEX-RN licensure examination.",,,,
353,Music and Worship (BS),"Music and Worship focuses on preparing students to lead music in religious and worship settings while developing strong foundations in music performance, theory, and leadership. The program integrates studies in vocal or instrumental performance, worship music styles, music theory, arranging, and ensemble leadership with courses in theology and worship practices. Students learn how to plan and direct worship services, lead choirs or bands, and manage music ministries within faith-based communities. This field is suitable for individuals who are passionate about music, leadership, and spiritual service, and who want to pursue careers guiding worship music in churches and religious organizations.",,,,
352,Doctorate in Business Administration,,,,,
351,Sport Management,"Sport Management focuses on the business and operational aspects of the sports industry. The program combines studies in management, marketing, finance, event planning, and sports law with an understanding of how professional teams, athletic organizations, and sports facilities operate. Students learn how to manage sports events, oversee athletic programs, develop marketing strategies for teams and athletes, and handle sponsorships and fan engagement. This field is suitable for individuals who are passionate about sports and interested in pursuing careers in the management, promotion, and administration of sports organizations and events.",,,,
349,Human Services,"Human Services focuses on supporting individuals, families, and communities by addressing social, emotional, and practical needs. Students learn about social support systems, community resources, counseling foundations, and social policies that affect vulnerable populations. The program develops skills in communication, case management, and community service while emphasizing ethical practice and advocacy. This field is suitable for individuals who are compassionate, socially aware, and interested in helping people improve their quality of life through community services and social support programs.",,,,
348,Nuclear Energy Production and Industrial Applications,"Nuclear Energy Production and Industrial Applications focuses on the science and technology used to generate energy through nuclear reactions and apply nuclear technologies in industrial settings. Students study nuclear physics, reactor systems, radiation safety, energy production processes, and the industrial uses of nuclear technology. The program develops strong analytical and engineering skills while preparing students to work with complex energy systems and safety regulations. This field is suitable for individuals who are interested in energy systems, advanced engineering technologies, and the safe and efficient use of nuclear power in industry.",,,,
347,English Concentration,"English Concentration focuses on the study of literature, language, and writing while developing strong analytical and communication skills. Students explore literary works from different cultures and historical periods, study writing techniques, and analyze how language shapes ideas and society. The program typically includes literary analysis, composition, rhetoric, and critical thinking. This field is suitable for individuals who enjoy reading, writing, and interpreting texts while developing skills useful in communication, education, publishing, and media-related professions.",,,,
346,Cybersecurity Track,"Cybersecurity Track focuses on protecting computer systems, networks, and data from cyber threats, unauthorized access, and digital attacks. Students learn how to identify security vulnerabilities, implement security protocols, monitor network activity, and respond to cyber incidents. The curriculum typically covers network security, cryptography, ethical hacking, digital forensics, and risk management. This field is suitable for individuals who are analytical, detail-oriented, and interested in protecting digital infrastructure and information in an increasingly technology-driven world.",,,,
345,Diagnostic Medical Sonography,"Diagnostic Medical Sonography focuses on using ultrasound technology to create images of internal body structures for medical diagnosis and monitoring. The program covers topics such as human anatomy, ultrasound physics, imaging techniques, patient care, and diagnostic procedures. Students learn how to operate sonography equipment, capture accurate images, and assist physicians in interpreting results. This field is suitable for individuals interested in healthcare technology and working in clinical environments that support non-invasive diagnostic imaging.",,,,
344,Law Track,"Law Track focuses on the study of legal systems, legal principles, and the role of law in government and society. Students develop strong skills in legal reasoning, critical analysis, research, and argumentation while studying topics such as constitutional law, legal ethics, public policy, and the structure of judicial systems. The program prepares students for law-related careers or further professional study in law school. This field is suitable for individuals who are analytical, interested in legal systems and public policy, and motivated to work in legal, governmental, or regulatory environments.",,,,
343,Global Management & Leadership,"Global Management & Leadership focuses on developing strategic leadership and management skills in an international business context, covering areas such as global strategy, cross-cultural management, international business operations, and organizational leadership. Students learn how to lead diverse teams, manage global markets, and make strategic decisions in complex, multicultural environments. This field suits individuals who aspire to leadership roles, enjoy working across cultures, and are interested in managing organizations on a global scale.",,,,
341,Music and Worship,"Music and Worship focuses on preparing students to lead and manage music in religious worship settings. The program combines training in vocal or instrumental performance, music theory, worship music styles, and ensemble leadership with studies in worship practices, theology, and ministry leadership. Students learn how to plan worship services, direct choirs or worship bands, arrange music for congregational singing, and integrate music into spiritual and community gatherings. This field is suitable for individuals who are passionate about music and faith and want to lead worship through music in churches and other religious organizations.",,,,
340,Architecture and Engineering for the Internet of Things,"Architecture and Engineering for the Internet of Things focuses on designing and developing interconnected systems where devices, sensors, and machines communicate through the internet. Students study embedded systems, network architecture, cloud and edge computing, data communication, and intelligent device integration. The program combines electronics, software systems, and communication technologies to build scalable IoT infrastructures used in smart homes, smart cities, healthcare, and industrial automation. This field is suitable for individuals interested in connected technologies, intelligent devices, and building large-scale digital ecosystems.",,,,
339,Worship Studies,"Worship Studies is an interdisciplinary field that explores the theology, history, and practice of corporate worship within religious traditions. This major integrates musical proficiency, liturgical history, and leadership dynamics to prepare individuals for managing the creative and spiritual aspects of communal gatherings. It focuses on the role of the arts, media, and technology in shaping religious experiences while fostering a deep understanding of how cultural contexts influence worship expressions. It is ideal for those who aim to lead creative teams and design transformative experiences that bridge ancient traditions with contemporary aesthetic sensibilities.",,,,
338,Cyber Security,"Cybersecurity focuses on protecting computer systems, networks, and digital information from cyber threats, attacks, and unauthorized access. Students learn about network security, cryptography, ethical hacking, digital forensics, and security architecture while developing skills to identify vulnerabilities and defend information systems. The program combines computer science, information technology, and security management to ensure the confidentiality, integrity, and availability of digital systems. This field is suitable for individuals who are interested in technology, problem-solving, and protecting organizations from cyber risks and data breaches.",,,,
337,Civil Engineering Technology,"This field focuses on the practical application of civil engineering principles in the design, construction, and maintenance of infrastructure such as roads, bridges, buildings, and water systems. Students learn construction methods, materials, surveying basics, structural concepts, and project coordination, with an emphasis on hands-on and technical skills. It is suitable for individuals who are interested in infrastructure development, enjoy working on construction projects, and prefer applied engineering over purely theoretical study.",,,,
336,Architectural Technology,"Architectural Technology focuses on the technical and functional aspects of building design, bridging the gap between creative concept and physical construction. Students master the complexities of building science, structural integrity, and sustainable material performance while developing high-level proficiency in Building Information Modeling (BIM) and digital fabrication. The curriculum integrates the rigorous standards of engineering with advanced information systems to optimize building energy efficiency and construction workflows. This field is ideal for technical problem-solvers and detail-oriented innovators who aim to lead the digital transformation of the construction industry through precise technical documentation and smart infrastructure management.",,,,
335,Zoo and Wildlife Biology,"Zoo and Wildlife Biology focuses on the study of wild animals, their habitats, behavior, and conservation. The field combines biological science with wildlife management to protect animal species and maintain biodiversity. Students learn how to study animal populations, preserve ecosystems, and manage wildlife in natural environments and zoological institutions.",,,,
334,Respiratory Therapy,"Respiratory Therapy focuses on the assessment, treatment, and management of patients with breathing and cardiopulmonary disorders. Students study human anatomy, physiology, respiratory care techniques, mechanical ventilation, cardiopulmonary diagnostics, pharmacology, and clinical patient care. The program prepares individuals to support patients with conditions such as asthma, chronic obstructive pulmonary disease, pneumonia, and respiratory failure in hospitals and clinical settings. It is suitable for compassionate and detail-oriented individuals who are interested in healthcare, patient care, and working in fast-paced medical environments.",,,,
333,Physical Education and Health,"Physical Education and Health focuses on promoting physical fitness, health education, and healthy lifestyle habits through teaching and community programs. Students study exercise science, human anatomy, health education, sports pedagogy, nutrition, and instructional methods for physical activity. The program prepares individuals to teach physical education, design health promotion programs, and encourage active lifestyles in schools and communities. It is suitable for energetic and communicative individuals who are interested in sports, wellness, teaching, and helping others develop healthy habits.",,,,
332,Forensic Science,"Forensic Science focuses on applying scientific principles and laboratory techniques to investigate crimes and analyze physical evidence. Students study criminalistics, biology, chemistry, toxicology, forensic analysis, evidence handling, and investigative procedures. The program prepares individuals to examine crime scene evidence, conduct laboratory testing, and support legal investigations through scientific findings. It is suitable for detail-oriented individuals who are interested in science, criminal investigations, and applying analytical methods within the justice system.",,,,
330,Conservation and Environmental Biology,"Conservation and Environmental Biology focuses on protecting ecosystems, biodiversity, and natural resources through scientific research and environmental management. Students study ecology, conservation biology, environmental science, wildlife management, climate science, and field research methods. The program prepares individuals to analyze environmental challenges, protect endangered species, restore habitats, and support sustainable resource management. It is suitable for individuals who are interested in nature, environmental protection, scientific research, and addressing global ecological issues.",,,,
329,Chemistry,"Chemistry focuses on the composition, structure, properties, and reactions of matter. Students study organic chemistry, inorganic chemistry, physical chemistry, analytical chemistry, thermodynamics, and laboratory techniques used to analyze chemical substances and processes. The program prepares individuals to investigate chemical reactions, develop new materials, improve industrial processes, and support research in pharmaceuticals, energy, and environmental science. It is suitable for analytical individuals who enjoy scientific experimentation, problem solving, and understanding the molecular structure of matter.",,,,
328,Biotechnology,"Biotechnology focuses on using biological systems, organisms, and cellular processes to develop products and technologies for medicine, agriculture, environmental management, and industry. Students study molecular biology, genetics, microbiology, biochemistry, bioinformatics, and laboratory techniques used in genetic engineering and biological research. The program prepares individuals to develop biological products such as vaccines, pharmaceuticals, biofuels, and genetically modified crops. It is suitable for scientifically curious individuals who enjoy laboratory research, innovation, and applying biology to solve real-world problems.",,,,
327,Biopsychology,"Biopsychology focuses on the biological foundations of behavior, exploring how the brain, nervous system, hormones, and genetics influence thoughts, emotions, and actions. Students study neuroscience, cognitive psychology, physiology, behavioral science, research methods, and brain imaging techniques. The program prepares individuals to analyze how biological processes affect human behavior and mental functions, often supporting research in neuroscience, mental health, and medical science. It is suitable for analytically minded individuals who are interested in the intersection of biology and psychology, especially how brain systems influence behavior and cognition.",,,,
326,Biomedical Sciences (Pre-Med),"Biomedical Sciences (Pre-Med) focuses on the biological and physiological foundations of human health and disease, preparing students for advanced study in medicine and healthcare professions. Students study human anatomy, physiology, biochemistry, genetics, microbiology, immunology, and biomedical research methods. The program develops a strong scientific foundation for understanding how the human body functions and how diseases develop and are treated. It is suitable for academically driven individuals who are interested in medical science, laboratory research, and pursuing professional pathways such as medicine or other healthcare fields.",,,,
325,Biology,"Biology focuses on the study of living organisms and the processes that sustain life. Students study cell biology, genetics, ecology, evolution, microbiology, physiology, and laboratory research methods. The program prepares individuals to analyze biological systems, understand how organisms function and interact with their environments, and apply scientific knowledge to fields such as healthcare, environmental science, and biotechnology. It is suitable for curious and analytical individuals who are interested in life sciences, scientific research, and understanding the complexity of living systems.",,,,
324,Mechanical Engineering,"Mechanical Engineering focuses on the design, analysis, manufacturing, and maintenance of mechanical systems and devices. Students study physics, mathematics, thermodynamics, fluid mechanics, materials science, mechanics of solids, manufacturing processes, and computer-aided design. The program prepares individuals to develop machines, energy systems, transportation equipment, and industrial technologies while optimizing efficiency, safety, and performance. It is suitable for analytical and technically inclined individuals who enjoy problem solving, design innovation, and applying scientific principles to real-world engineering challenges.",,,,
323,Industrial and Systems Engineering,"Industrial and Systems Engineering focuses on designing, improving, and managing complex systems involving people, technology, and processes. Students learn how to make organizations more efficient by optimizing production, logistics, supply chains, and services while reducing costs and improving quality.",,,,
322,Electrical Engineering,"Electrical Engineering focuses on the study and application of electricity, electronics, and electromagnetism. Students learn how to design and develop systems such as power generation, renewable energy, telecommunications, robotics, and electronic devices that power modern technology.",,,,
321,Computer Engineering,"Computer Engineering combines computer science and electrical engineering to design, develop, and improve computer systems, hardware, and software. Students learn how computers work from the inside out, including circuits, processors, operating systems, and applications, preparing them for careers in technology and innovation.",,,,
319,Civil Engineering,"Civil Engineering is a professional engineering discipline that is responsible for the design, construction, and maintenance of physical and naturally built environments. It is a vital field that creates and sustains the infrastructure for modern society.
Civil engineers apply principles from mathematics, physics, and material science to solve infrastructure-related problems. They work to ensure that projects are built to be safe, sustainable, cost-effective, and environmentally friendly.",,,,
318,Education,"Education focuses on teaching, learning theory, curriculum development, classroom management, and student assessment across different age groups and learning environments. Students study pedagogy, educational psychology, instructional design, child and adolescent development, inclusive education, and education policy. The program prepares individuals to design effective learning experiences, support student development, and adapt teaching strategies to diverse educational settings. It is suitable for patient, communicative, and socially responsible individuals who are passionate about knowledge sharing and shaping future generations.",,,,
317,Theatre Arts,"Theatre Arts is the study and practice of live performance, including acting, directing, stage design, playwriting, and theatre history. Students learn how to express stories and emotions on stage, work collaboratively in productions, and develop creative, technical, and critical thinking skills.",,,,
316,Studio and Digital Arts,"Studio and Digital Arts combines traditional art practices (like drawing, painting, and sculpture) with modern digital tools (such as graphic design, animation, and digital illustration). Students learn to express creativity through both hands-on studio work and computer-based design, preparing for careers in fine arts, media, and creative industries.",,,,
315,Studio Art,"Studio Art focuses on developing artistic skills and creativity through hands-on practice. Students explore different forms of visual art such as painting, drawing, sculpture, ceramics, printmaking, and digital art. The program encourages self-expression and prepares students for careers in the creative industries or further study in fine arts.",,,,
314,Strategic Communication,"Strategic Communication focuses on planning and delivering targeted messages to influence public perception, organizational reputation, and stakeholder engagement. Students study public relations, corporate communication, branding, media strategy, crisis communication, digital communication, audience analysis, and campaign management. The program prepares individuals to design integrated communication strategies that align with business or institutional goals. It is suitable for strong communicators who are analytical, creative, and interested in shaping narratives across media platforms.",,,,
313,Musical Theatre,"Musical Theatre combines acting, singing, and dancing to tell stories on stage. Students learn performance skills, stage presence, and how to work with music, movement, and dialogue. The field prepares performers for careers in theatre, film, television, and live entertainment.",,,,
312,Graphic Design,"Graphic Design is about creating visual content to communicate ideas and messages. Students learn how to use colors, shapes, images, and typography to design logos, posters, websites, social media graphics, and many other creative products. This field combines creativity with technology to make designs that are both beautiful and effective.",,,,
